True,Pred
0.0,0.0023661645
0.0,0.018925508
1.0,0.06920342
1.0,0.81150585
0.0,0.01513424
0.0,0.03653426
0.0,0.1177292
0.0,0.011434487
0.0,0.0024153257
0.0,0.21356395
0.0,0.039582428
1.0,0.81150585
1.0,0.81150585
0.0,0.046219785
0.0,0.5164763
0.0,0.013989438
0.0,0.0022621492
1.0,0.08660871
0.0,0.17576414
0.0,0.031317055
0.0,0.20095532
0.0,0.0066794166
0.0,0.035320025
1.0,0.81150585
0.0,0.0025515386
0.0,0.034140375
0.0,0.008035525
0.0,0.14235817
0.0,0.08476943
0.0,0.00332529
0.0,0.23545109
0.0,0.002329164
1.0,0.33070835
0.0,0.052694883
0.0,0.0032179416
1.0,0.81150585
0.0,0.17666826
0.0,0.0050749565
1.0,0.81150585
0.0,0.014788158
0.0,0.033149205
0.0,0.2138225
0.0,0.25852662
0.0,0.036725514
0.0,0.03305129
0.0,0.026245672
0.0,0.0088522695
0.0,0.035451453
0.0,0.0009886025
0.0,0.07776492
0.0,0.0037024477
0.0,0.04062601
0.0,0.022181371
0.0,0.121758536
0.0,0.0104846135
0.0,0.09042863
0.0,0.023069352
0.0,0.2115411
0.0,0.14232004
1.0,0.81150585
0.0,0.009821093
0.0,0.026627233
1.0,0.81150585
1.0,0.22321953
0.0,0.00785392
0.0,0.014646564
0.0,0.054989457
0.0,0.0018911337
1.0,0.5947318
0.0,0.012339785
0.0,0.110695235
0.0,0.13618338
0.0,0.014214719
0.0,0.006530454
0.0,0.00586624
0.0,0.003159384
1.0,0.7314837
0.0,0.0046066395
0.0,0.012506803
0.0,0.17500955
0.0,0.000303191
0.0,0.14472032
0.0,0.0010068566
0.0,0.0051893317
0.0,0.00045609454
0.0,0.023755865
0.0,0.0031586844
0.0,0.0012022761
0.0,0.0020177441
0.0,0.05723312
1.0,0.81150585
1.0,0.8113792
1.0,0.4847395
0.0,0.022896603
0.0,0.056780435
0.0,0.01802707
0.0,0.1500109
0.0,0.013566577
0.0,0.045259602
0.0,0.012341156
0.0,0.004421685
1.0,0.17451327
0.0,0.11741173
0.0,0.022306725
0.0,0.0034585914
0.0,0.039102003
0.0,0.03462641
0.0,0.21272017
0.0,0.038767796
0.0,0.05024712
0.0,0.0076441667
0.0,0.07010741
0.0,0.07676781
0.0,0.029461158
0.0,0.011679664
0.0,0.044466022
0.0,0.021296801
0.0,0.015943335
0.0,0.053259056
0.0,0.048787493
0.0,0.012018041
0.0,0.0052348273
0.0,0.0011591833
0.0,0.02707396
1.0,0.7156608
0.0,0.10690934
0.0,0.038921595
1.0,0.81150585
0.0,0.06576728
1.0,0.67907596
0.0,0.27756107
0.0,0.0027274028
0.0,0.01136271
0.0,0.13187703
0.0,0.009516213
0.0,0.14697546
0.0,0.00939658
0.0,0.049072564
0.0,0.011000475
0.0,0.0034633393
0.0,0.00067669805
1.0,0.8084782
0.0,0.0015327863
0.0,0.029134667
1.0,0.78549916
0.0,0.057308655
0.0,0.0031140803
0.0,0.037822533
0.0,0.004589851
0.0,0.016943935
0.0,0.002099897
0.0,0.010262125
0.0,0.06765041
0.0,0.06765203
0.0,0.0037854682
0.0,0.02967795
0.0,0.020641727
0.0,0.011039122
0.0,0.30787742
0.0,0.0053910115
0.0,0.11445482
0.0,0.0005616859
0.0,0.29185432
0.0,0.008187705
0.0,0.06415435
0.0,0.07694509
0.0,0.036129564
0.0,0.014059185
0.0,0.011790792
0.0,0.0055129067
0.0,0.7374143
0.0,0.0037980352
0.0,0.008069243
0.0,0.07182132
0.0,0.0593506
0.0,0.02120608
0.0,0.052698642
0.0,0.016916063
1.0,0.5863768
0.0,0.0019335081
0.0,0.010844064
1.0,0.81150585
0.0,0.010692512
0.0,0.06511591
0.0,0.08101776
0.0,0.0144984685
0.0,0.07055969
0.0,0.0391036
0.0,0.0051772418
0.0,0.014163728
0.0,0.0018806234
0.0,0.008550659
1.0,0.012055732
0.0,0.012333951
0.0,0.0009551448
0.0,0.0065003852
1.0,0.78603655
0.0,0.010871723
0.0,0.43136472
0.0,0.012761146
0.0,0.030059949
0.0,0.019173518
0.0,0.06294656
0.0,0.0135327075
0.0,0.0008877796
0.0,0.029686026
0.0,0.03776202
1.0,0.33505407
1.0,0.34204292
0.0,0.11502508
0.0,0.02341879
0.0,0.14921612
0.0,0.0085652955
0.0,0.029560197
0.0,0.14976616
0.0,0.06690985
0.0,0.0028956984
0.0,0.0034731503
1.0,0.78696585
0.0,0.006140661
1.0,0.81150585
0.0,0.23116566
1.0,0.14137155
0.0,0.00095651444
0.0,0.16848728
0.0,0.24003229
0.0,0.027059797
0.0,0.13118489
0.0,0.033243004
1.0,0.5095008
0.0,0.18994358
0.0,0.022739002
0.0,0.025568742
0.0,0.30358875
0.0,0.35816297
0.0,0.006566759
0.0,0.0077387565
0.0,0.0064157657
0.0,0.036441807
0.0,0.73028475
0.0,0.019630505
0.0,0.005963587
0.0,0.0024614364
1.0,0.3070058
0.0,0.03983989
0.0,0.10900356
0.0,0.0019242595
0.0,0.0048360056
0.0,0.02411203
0.0,0.0015682665
0.0,0.012571399
0.0,0.0018985376
0.0,0.031028386
0.0,0.019462252
0.0,0.09332126
0.0,0.31508738
0.0,0.16711406
0.0,0.0014380093
0.0,0.05521538
0.0,0.08195456
0.0,0.069668196
0.0,0.008969935
0.0,0.0023951647
0.0,0.027264157
0.0,0.005140913
0.0,0.020490201
0.0,0.002894981
0.0,0.006717349
1.0,0.7481509
0.0,0.0068859323
0.0,0.05405716
0.0,0.0058089723
0.0,0.0053635426
0.0,0.014342484
0.0,0.0029606237
0.0,0.00388491
0.0,0.13964345
0.0,0.09239282
0.0,0.0132925315
0.0,0.078622065
0.0,0.09371959
1.0,0.6301313
0.0,0.021279247
1.0,0.81150585
0.0,0.00052061625
0.0,0.008810784
0.0,0.014467121
0.0,0.007498407
0.0,0.06246463
0.0,0.008999188
0.0,0.08982602
0.0,0.004503253
0.0,0.022434724
1.0,0.705305
0.0,0.022877302
0.0,0.0037711135
0.0,0.08347958
0.0,0.22095297
0.0,0.008327209
0.0,0.14026831
0.0,0.030046107
0.0,0.019704957
0.0,0.0039140964
0.0,0.17961459
0.0,0.07119204
0.0,0.0059157475
0.0,0.0058551044
0.0,0.046011962
0.0,0.007387162
0.0,0.01572836
0.0,0.10906527
0.0,0.14997521
0.0,0.0043215784
0.0,0.012326994
0.0,0.015660392
0.0,0.004137902
0.0,0.0751243
0.0,0.011346021
0.0,0.005782494
0.0,0.015440702
0.0,0.00626641
0.0,0.024842316
0.0,0.0060387836
0.0,0.019306526
0.0,0.015925884
0.0,0.017033698
0.0,0.6385371
0.0,0.100304425
0.0,0.042288464
0.0,0.0040298435
0.0,0.07163469
0.0,0.020612001
0.0,0.00091299426
0.0,0.0009815067
0.0,0.046379216
0.0,0.025590481
0.0,0.40106094
0.0,0.03005247
0.0,0.020223252
0.0,0.015611902
1.0,0.7952363
0.0,0.00014484706
0.0,0.10085687
0.0,0.0023146658
0.0,0.24946043
0.0,0.03382011
0.0,0.016985087
0.0,0.019701945
0.0,0.018091569
0.0,0.0065371958
1.0,0.81150585
0.0,0.106019445
0.0,0.46045834
0.0,0.054261122
0.0,0.00057470455
0.0,0.01885487
0.0,0.01690456
0.0,0.14508381
0.0,0.00051430735
0.0,0.0044313367
0.0,0.3116317
0.0,0.5018301
0.0,0.009361473
1.0,0.798866
0.0,0.022700548
0.0,0.004794555
0.0,0.0097661065
0.0,0.17897859
0.0,0.019158611
0.0,0.011373253
0.0,0.009529053
0.0,0.0043313084
0.0,0.013186127
0.0,0.004596252
0.0,0.064910375
0.0,0.04749209
0.0,0.012966443
0.0,0.0057488945
0.0,0.017270643
0.0,0.0054010437
0.0,0.028839504
1.0,0.1690311
0.0,0.028020127
0.0,0.3096834
0.0,0.033830207
0.0,0.010178081
0.0,0.22273313
0.0,0.00854305
0.0,0.5974087
1.0,0.21801607
0.0,0.009791932
0.0,0.68006736
1.0,0.76222885
0.0,0.006128744
0.0,0.0027193192
0.0,0.025671363
0.0,0.17082623
1.0,0.8106563
1.0,0.81150585
0.0,0.0024923945
0.0,0.005324646
0.0,0.19281708
0.0,0.035394415
0.0,0.8058433
0.0,0.17326343
0.0,0.02834706
0.0,0.2189067
0.0,0.005576085
0.0,0.007957356
1.0,0.02226932
0.0,0.016584607
0.0,0.0028517586
0.0,0.021078238
0.0,0.08601843
0.0,0.01615501
0.0,0.19768573
0.0,0.0009299315
0.0,0.0037917693
0.0,0.49971098
0.0,0.0039148736
0.0,0.14005786
0.0,0.017371146
0.0,0.14109536
0.0,0.0034445159
0.0,0.5787438
0.0,0.01780806
0.0,0.039598543
0.0,0.0006189661
0.0,0.014634966
0.0,0.09981874
0.0,0.0058258143
1.0,0.074728526
0.0,0.0006956208
1.0,0.78328586
0.0,0.33980283
0.0,0.055771865
0.0,0.0015877043
0.0,0.027168578
0.0,0.039162878
0.0,0.42849618
0.0,0.031181753
0.0,0.5609912
0.0,0.28937608
1.0,0.5572082
0.0,0.007295101
0.0,0.11670963
0.0,0.0029100052
0.0,0.013713287
0.0,0.8035706
0.0,0.031997073
0.0,0.28030536
0.0,0.056989543
0.0,0.0015217033
0.0,0.0012911188
0.0,0.0061089704
0.0,0.022059795
0.0,0.49195892
0.0,0.00011894609
0.0,0.05872809
0.0,0.025361007
0.0,0.0031770258
0.0,0.029382376
0.0,0.0071432083
0.0,0.012837797
0.0,0.012020611
0.0,0.09567906
0.0,0.040176187
0.0,0.05885101
0.0,0.03317567
0.0,0.013274731
0.0,0.015626293
0.0,0.030870687
0.0,0.083730526
0.0,0.023484955
0.0,0.086102255
0.0,0.16035777
1.0,0.8050425
0.0,0.0017808531
1.0,0.012883338
0.0,0.11389481
1.0,0.3192807
0.0,0.046309084
0.0,0.02942208
0.0,0.0089012645
1.0,0.4597723
0.0,0.05433141
0.0,0.007236723
0.0,0.02964759
0.0,0.0207676
0.0,0.04081386
0.0,0.08208266
0.0,0.04920159
0.0,0.007649913
0.0,0.071307234
0.0,0.02639445
0.0,0.4790953
0.0,0.0349402
0.0,0.020279061
0.0,0.15725377
0.0,0.012265879
0.0,0.16621612
1.0,0.81150585
0.0,0.075494185
0.0,0.012347517
0.0,0.097132534
0.0,0.012066068
0.0,0.14433071
0.0,0.01719504
0.0,0.078580245
1.0,0.06450842
0.0,0.00087451603
0.0,0.0040895296
0.0,0.06548148
0.0,0.0018789424
0.0,0.019496871
0.0,0.039513398
0.0,0.02480989
0.0,0.06827355
0.0,0.010251954
0.0,0.062511645
0.0,0.018659292
0.0,0.15645415
0.0,0.10492005
1.0,0.544064
0.0,0.004084877
0.0,0.20385166
0.0,0.013968012
0.0,0.0015341282
0.0,0.006884289
0.0,0.20075096
0.0,0.013173673
0.0,0.0025111912
1.0,0.81150585
0.0,0.067134015
0.0,0.03555805
0.0,0.27844378
0.0,0.15950051
0.0,0.0042561954
0.0,0.004645961
0.0,0.00669081
0.0,0.019765276
0.0,0.07640873
0.0,0.24675743
0.0,0.1308886
0.0,0.052315876
0.0,0.10817722
1.0,0.81150585
0.0,0.018527236
1.0,0.19092813
0.0,0.0042462805
0.0,0.040083908
0.0,0.008453952
0.0,0.0047568274
0.0,0.10954325
0.0,0.13822861
0.0,0.05827287
0.0,0.013512146
0.0,0.025464542
0.0,0.46931523
0.0,0.00736265
0.0,0.05238415
0.0,0.00083005655
0.0,0.15710375
0.0,0.28187028
1.0,0.68121004
0.0,0.062430773
0.0,0.06904976
0.0,0.026093503
0.0,0.024279295
0.0,0.004962033
0.0,0.005457465
0.0,0.076239
0.0,0.0031963869
0.0,0.009005483
0.0,0.0057829735
0.0,0.059813753
0.0,0.046175413
0.0,0.04336044
0.0,0.15127437
0.0,0.04791232
0.0,0.0011791548
0.0,0.0062606516
0.0,0.0021907997
0.0,0.021751096
0.0,0.43782625
1.0,0.81150585
0.0,0.007166231
0.0,0.013190794
0.0,0.0089387745
0.0,0.19261166
0.0,0.06396429
0.0,0.02504235
0.0,0.020474033
0.0,0.25453573
0.0,0.015371113
0.0,0.0037065747
0.0,0.03944223
1.0,0.8103554
0.0,0.0015333813
0.0,0.04480701
0.0,0.014456057
0.0,0.2419415
0.0,0.0007366591
0.0,0.043547165
0.0,0.06253468
1.0,0.81150585
0.0,0.012489029
0.0,0.0067084944
0.0,0.20686562
0.0,0.008196573
0.0,0.028709562
0.0,0.06321352
0.0,0.039458115
0.0,0.05157281
0.0,0.0023602366
0.0,0.04172632
0.0,0.072586834
1.0,0.81150585
0.0,0.0032733856
0.0,0.0969292
0.0,0.1901461
0.0,0.022912525
0.0,0.03736505
0.0,0.0059855394
0.0,0.0013742874
0.0,0.019014826
0.0,0.06623335
0.0,0.0031147227
0.0,0.0020720933
0.0,0.0044172667
0.0,0.03485619
0.0,0.105849594
0.0,0.0061263307
0.0,0.0017849995
0.0,0.013225229
0.0,0.08938719
1.0,0.12428201
0.0,0.1773136
0.0,0.086678185
0.0,0.33595532
0.0,0.02262148
0.0,0.0067717903
0.0,0.1084748
0.0,0.017933546
0.0,0.0025025117
0.0,0.02897439
0.0,0.02774707
0.0,0.021728178
0.0,0.03503698
0.0,0.087655544
0.0,0.091797166
0.0,0.01308829
0.0,0.100199945
0.0,0.07182227
0.0,0.10887036
1.0,0.81150585
0.0,0.008232196
0.0,0.029883679
0.0,0.048516955
0.0,0.18682514
0.0,0.6062151
0.0,0.003377105
0.0,0.07261044
0.0,0.20318954
0.0,0.016465759
0.0,0.00065310556
0.0,0.0009904985
0.0,0.008842827
0.0,0.020780304
0.0,0.026927982
0.0,0.3283983
0.0,0.06619576
0.0,0.041796103
0.0,0.019759273
0.0,0.023551712
0.0,0.027420046
0.0,0.002775218
0.0,0.07814368
1.0,0.6533036
0.0,0.08056675
0.0,0.067197315
0.0,0.10670628
0.0,0.03254831
0.0,0.010630612
0.0,0.025827866
0.0,0.038021438
1.0,0.48258734
0.0,0.03947503
0.0,0.012702234
0.0,0.00053992646
1.0,0.81150585
0.0,0.080700435
0.0,0.041626718
0.0,0.042488076
0.0,0.03497361
1.0,0.81150585
1.0,0.81150585
0.0,0.0038767608
0.0,0.0057762275
0.0,0.022471618
0.0,0.054526243
0.0,0.020653771
0.0,0.0100364
0.0,0.06592291
0.0,0.027302159
0.0,0.0008786756
0.0,0.1670698
0.0,0.61609805
0.0,0.022332957
0.0,0.111162975
1.0,0.20964742
0.0,0.0078217145
0.0,0.00623587
0.0,0.041611217
0.0,0.007880513
0.0,0.009244137
0.0,0.095791794
0.0,0.122195564
0.0,0.044793725
0.0,0.0012610159
0.0,0.42247373
0.0,0.009791511
0.0,0.007419107
0.0,0.020760842
0.0,0.0047820755
0.0,0.03933189
0.0,0.0008685691
0.0,0.009135499
0.0,0.0038924052
0.0,0.16365752
0.0,0.12288553
0.0,0.024793973
0.0,0.007988195
0.0,0.082137
0.0,0.029008029
0.0,0.011398827
0.0,0.8009662
0.0,0.037450228
0.0,0.009302354
0.0,0.0185267
0.0,0.0054377993
0.0,0.20796666
0.0,0.043617267
0.0,0.26395237
0.0,0.004349903
0.0,0.0013626737
0.0,0.043013576
0.0,0.052507225
0.0,0.27723885
0.0,0.03312151
0.0,0.03512383
0.0,0.03997703
0.0,0.004492814
0.0,0.059522986
0.0,0.0101247225
0.0,0.013615129
0.0,0.34173664
0.0,0.022052104
0.0,0.0013346024
0.0,0.04225049
0.0,0.007620045
0.0,0.77219075
0.0,0.016989585
1.0,0.79749745
0.0,0.0009814374
1.0,0.18092087
0.0,0.30573323
0.0,0.0034668418
0.0,0.020888252
0.0,0.8108478
0.0,0.0013827895
1.0,0.81150585
0.0,0.10761677
0.0,0.0020949168
0.0,0.24295555
0.0,0.0029313453
0.0,0.00056171475
0.0,0.004233004
0.0,0.007887222
0.0,0.007113985
0.0,0.015491005
0.0,0.027509902
0.0,0.19964544
0.0,0.010959236
0.0,0.00647602
0.0,0.03354163
0.0,0.018750632
0.0,0.038001485
0.0,0.0027871511
1.0,0.3974283
0.0,0.009153879
0.0,0.0206552
0.0,0.0031212054
0.0,0.003012687
0.0,0.050232604
0.0,0.013079067
0.0,0.041235134
0.0,0.040855486
0.0,0.03494287
0.0,0.004573832
0.0,6.0039634e-05
0.0,0.049158417
0.0,0.005913378
0.0,0.07563632
0.0,0.005519736
0.0,0.0033968044
0.0,0.008925335
0.0,0.049518574
0.0,0.039678615
1.0,0.024531027
0.0,0.055994034
0.0,0.027720302
0.0,0.0018295296
0.0,0.0061555034
0.0,0.049770292
0.0,0.00712009
0.0,0.0068447045
0.0,0.067655675
0.0,0.013850994
0.0,0.0075100446
1.0,0.81150585
0.0,0.030784255
0.0,0.1234505
1.0,0.124811456
0.0,0.012424745
0.0,0.0038031428
0.0,0.010707104
0.0,0.05301049
0.0,0.013005497
1.0,0.6696857
0.0,0.005774204
0.0,0.012550538
0.0,0.049465116
0.0,0.019260857
0.0,0.016996054
0.0,0.104232915
0.0,0.005156797
0.0,0.13212803
0.0,0.010127754
0.0,0.071326785
0.0,0.024583295
1.0,0.35267952
0.0,0.051414207
0.0,0.024603918
1.0,0.4423592
0.0,0.04532742
0.0,0.006726738
0.0,0.0025426708
0.0,0.0056498456
0.0,0.0013716096
0.0,0.09816216
0.0,0.005891328
0.0,0.0045904177
0.0,0.059592303
0.0,0.00056465156
0.0,0.03804605
0.0,0.10771852
1.0,0.74866027
0.0,0.0072137583
0.0,0.5557741
0.0,0.61266845
0.0,0.026709989
0.0,0.0069421157
0.0,0.016274422
0.0,0.1667063
0.0,0.0034513562
0.0,0.10811997
0.0,0.05022976
0.0,0.0015402708
1.0,0.16930534
0.0,0.03223357
1.0,0.4304757
0.0,0.0060829916
0.0,0.014022838
0.0,0.035813373
0.0,0.0015171928
0.0,0.009911377
0.0,0.17958888
0.0,0.0015553123
0.0,0.10683866
0.0,0.063207254
0.0,0.15552527
0.0,0.08424897
0.0,0.012706952
0.0,0.024210336
1.0,0.7839491
0.0,0.0016535469
0.0,0.007776878
0.0,0.03768489
0.0,0.032613445
0.0,0.023608733
0.0,0.0033393833
1.0,0.08289321
1.0,0.81150585
0.0,0.026391963
0.0,0.035398126
0.0,0.016309062
0.0,0.073560804
0.0,0.1255136
0.0,0.008244464
0.0,0.22781217
0.0,0.024385877
0.0,0.2546175
0.0,0.42936847
0.0,0.060181405
0.0,0.19869329
0.0,0.0006898298
0.0,0.073009476
0.0,0.011516711
0.0,0.003966844
0.0,0.038098354
0.0,0.06321406
0.0,0.04790227
1.0,0.59085554
0.0,0.008397602
0.0,0.05505225
0.0,0.02625953
0.0,0.15697633
0.0,0.0041532274
0.0,0.009582153
1.0,0.00780292
1.0,0.5301115
0.0,0.21084996
0.0,0.017208632
0.0,0.017682126
0.0,0.007707392
0.0,0.06564235
0.0,0.069528945
0.0,0.3162327
0.0,0.01575231
0.0,0.0443123
0.0,0.042128965
0.0,0.014791562
0.0,0.006368605
0.0,0.007944034
0.0,0.15738957
0.0,0.036745407
0.0,0.03278221
0.0,0.013474505
1.0,0.71161866
1.0,0.8094236
0.0,0.01936266
0.0,0.06728485
0.0,0.6198623
0.0,0.032351166
0.0,0.03766124
1.0,0.13986667
0.0,0.009110136
0.0,0.20024629
0.0,0.06106742
0.0,0.67791915
0.0,0.050931714
1.0,0.81150585
0.0,0.1686888
0.0,0.04882836
0.0,0.024058556
1.0,0.81150585
0.0,0.05519148
0.0,1.4425636e-05
0.0,0.0066311136
0.0,0.0033569708
0.0,0.000550193
0.0,0.003857595
0.0,0.09131593
0.0,0.10979193
0.0,0.032953806
0.0,0.5370134
0.0,0.013761347
0.0,0.008519347
0.0,0.023253066
0.0,0.006844241
0.0,0.021929592
0.0,0.017087048
0.0,0.0036756457
0.0,0.012931868
0.0,0.0038210372
1.0,0.81150585
0.0,0.0023276173
0.0,0.3168722
0.0,0.020949261
0.0,0.039000176
0.0,0.09086473
0.0,0.045768984
0.0,0.0048045516
0.0,0.039710894
0.0,0.003941039
0.0,0.29876113
0.0,0.15361352
0.0,0.5103154
0.0,0.11799582
0.0,0.014068575
0.0,0.02846627
0.0,0.0030820963
0.0,0.007934123
0.0,0.02648786
0.0,0.015741594
0.0,0.066825084
0.0,0.10165888
0.0,0.02762505
0.0,0.013186362
0.0,0.030610124
0.0,0.16167355
0.0,0.001109937
0.0,0.25816256
0.0,0.03298432
0.0,0.023495052
1.0,0.81150585
0.0,0.038092427
0.0,0.009209966
0.0,0.037635483
0.0,0.034147922
0.0,0.05563464
0.0,0.10519186
1.0,0.727965
0.0,0.18546796
0.0,0.0068891714
0.0,0.0032268388
0.0,0.02471526
0.0,0.00069386826
0.0,0.11434833
0.0,0.065053664
1.0,0.81150585
0.0,0.25449455
0.0,0.03762949
1.0,0.81150585
0.0,0.01075975
0.0,0.0022449316
0.0,0.012895575
0.0,0.002780667
0.0,0.0077042417
0.0,0.025035413
0.0,0.18559504
0.0,0.24509226
0.0,0.0149007635
0.0,0.0031968562
0.0,0.0023909668
1.0,0.6223616
0.0,0.004393867
0.0,0.0031507562
0.0,0.0021222571
0.0,0.018293524
0.0,0.024889458
0.0,0.046276513
0.0,0.041505538
0.0,0.0072422544
1.0,0.71547097
0.0,0.0044434112
0.0,0.01332876
0.0,0.06459129
0.0,0.08340019
0.0,0.06934558
0.0,0.14651401
0.0,0.08722282
0.0,0.25788704
0.0,0.19748174
0.0,0.0062943506
0.0,0.09925993
1.0,0.81150585
0.0,0.0093224365
0.0,0.55537915
0.0,0.0066907713
0.0,0.048168965
0.0,0.026629793
0.0,0.01812333
0.0,0.10114773
0.0,0.013617242
0.0,0.12232847
0.0,0.10378136
0.0,0.16598122
0.0,0.006390095
0.0,0.0009889972
0.0,0.1234496
0.0,0.06747588
0.0,0.011212405
0.0,0.0081332205
0.0,0.016030952
0.0,0.06763174
0.0,0.004948244
0.0,0.3915868
0.0,0.0013168612
0.0,0.06391024
0.0,0.0012398049
0.0,0.03379749
0.0,0.009204581
1.0,0.81150585
0.0,0.0030493117
0.0,0.009526903
0.0,0.0035737727
0.0,0.022079214
0.0,0.012905382
0.0,0.018605271
0.0,0.01990891
0.0,0.016287366
0.0,0.03757474
0.0,0.028003806
1.0,0.5088397
0.0,0.011236415
0.0,0.046031013
0.0,0.1979312
0.0,0.046385292
0.0,0.06124258
0.0,0.013354934
0.0,0.0075258417
0.0,0.04570474
1.0,0.81150585
0.0,0.1354519
1.0,0.70275396
0.0,0.27659538
1.0,0.7726293
0.0,0.032199226
0.0,0.049522113
0.0,0.0005751605
0.0,0.63580203
0.0,0.021517731
0.0,0.021042699
0.0,0.076116316
1.0,0.81150585
0.0,0.0065106414
0.0,0.05836216
0.0,0.5408592
0.0,0.74981236
0.0,0.6020501
0.0,0.037307426
0.0,0.14316463
0.0,0.3291815
1.0,0.62558943
0.0,0.023251908
0.0,0.020794922
0.0,0.13826531
0.0,0.019737478
0.0,0.7792942
1.0,0.81150585
0.0,0.005267874
0.0,0.15247284
0.0,0.009285227
0.0,0.044247586
0.0,0.016301453
1.0,0.81150585
0.0,0.04632534
0.0,0.092358954
0.0,0.012554759
0.0,0.0020234606
0.0,0.03478758
1.0,0.80223966
0.0,0.06785603
0.0,0.028715683
0.0,0.10086647
0.0,0.009016828
0.0,0.022003874
0.0,0.0040851296
0.0,0.0041044974
0.0,0.0031614169
0.0,0.0081785675
0.0,0.013700374
0.0,0.2123807
0.0,0.015866121
0.0,0.024011802
0.0,0.010145408
0.0,0.057143137
0.0,0.11406618
0.0,0.09774546
0.0,0.04569719
1.0,0.81150585
0.0,0.10993247
0.0,0.1952179
0.0,0.0008408681
0.0,0.027506663
0.0,0.011665401
0.0,0.024337515
0.0,0.013129572
0.0,0.010693339
0.0,0.056817584
0.0,0.32457587
0.0,0.023627814
1.0,0.81150585
0.0,0.4072865
0.0,0.006714916
0.0,0.0022332717
0.0,0.06848728
0.0,0.00072258286
0.0,0.0012097971
0.0,0.0053941063
0.0,0.0017011029
0.0,0.016058309
0.0,0.1924876
0.0,0.21454509
0.0,0.24686407
0.0,0.019989122
0.0,0.001033457
0.0,0.09888772
0.0,0.005193877
0.0,0.004484819
0.0,0.030119862
0.0,0.0047894698
1.0,0.61655897
0.0,0.025781713
0.0,0.016463395
0.0,0.04901328
0.0,0.0022171226
0.0,0.016961632
0.0,0.016676046
0.0,0.03534278
0.0,0.0011451354
0.0,0.046676576
0.0,0.15175697
0.0,0.021234555
0.0,0.07804073
0.0,0.708757
0.0,0.007064106
0.0,0.064574
0.0,0.2579503
0.0,0.0016428501
0.0,0.028914979
0.0,0.18654658
0.0,0.007702839
0.0,0.007603117
0.0,0.03306173
0.0,0.082293406
0.0,0.0029780196
0.0,0.11389125
0.0,0.010350387
0.0,0.002551587
0.0,0.0055465414
0.0,0.0030882442
0.0,0.013742914
0.0,0.032285556
0.0,0.012343586
0.0,0.11933898
0.0,0.015948724
0.0,0.006386481
0.0,0.008720897
0.0,0.005952849
0.0,0.0749535
0.0,0.016926462
0.0,0.0056396406
0.0,0.021492867
0.0,0.070823096
0.0,0.03584409
0.0,0.018704427
0.0,0.083437525
0.0,0.05187909
0.0,0.022366371
