True_Label,Tabular_Prob,Text_Prob,Fusion_Prob
0,0.016249081,0.026315443,0.021282263
0,0.04432355,0.20326984,0.123796694
1,0.12720343,0.05354092,0.090372175
0,0.005090961,0.01327523,0.009183096
1,0.20458192,0.12870733,0.16664463
0,0.06612112,0.041027714,0.053574413
1,0.007988977,0.17914507,0.09356702
0,0.26422125,0.054411642,0.15931645
0,0.09568201,0.08848758,0.092084795
0,0.060792513,0.09039117,0.07559184
1,0.2043269,0.13292432,0.16862561
0,0.014910964,0.13385434,0.074382655
0,0.13795468,0.14219399,0.14007434
0,0.18738255,0.07708924,0.1322359
0,0.24890345,0.048557162,0.14873031
0,0.29648286,0.04207776,0.1692803
0,0.30291232,0.121342935,0.21212763
0,0.32048047,0.14073744,0.23060896
0,0.061455406,0.0962195,0.078837454
0,0.43019247,0.06449457,0.24734353
0,0.20672199,0.2263449,0.21653345
0,0.12103355,0.115741774,0.11838766
0,0.053838905,0.030059138,0.041949023
0,0.00014791108,0.1678804,0.084014155
0,0.08300191,0.31989747,0.20144969
0,0.04368166,0.017707521,0.030694589
1,0.047605805,0.10746833,0.07753707
0,0.104184486,0.15705252,0.1306185
0,0.07853837,0.06306616,0.07080227
0,0.366528,0.18630393,0.27641597
1,0.29689598,0.19619587,0.24654593
0,0.053519,0.06431349,0.05891625
0,0.04404051,0.13416402,0.08910227
0,0.107464366,0.13252169,0.11999303
0,0.07851151,0.015637387,0.047074445
0,0.02140173,0.08717567,0.0542887
0,0.0365253,0.064027414,0.050276358
1,0.13659923,0.122365326,0.12948227
1,0.00044543832,0.119896136,0.06017079
0,0.10249881,0.07968402,0.09109141
0,0.07067227,0.14195763,0.10631495
0,0.05747355,0.10980388,0.08363871
0,0.012223852,0.050064966,0.031144409
0,0.047121543,0.028171545,0.037646543
0,0.43101212,0.10310806,0.2670601
0,0.11762879,0.19228289,0.15495583
1,0.3099252,0.085884,0.1979046
1,0.2055279,0.19881351,0.2021707
0,0.19243205,0.038242713,0.11533738
0,0.264326,0.21059287,0.23745944
0,0.18456897,0.051829904,0.11819944
0,0.03096686,0.025410032,0.028188445
1,0.34952122,0.088467546,0.21899438
0,0.033169057,0.053338446,0.04325375
0,0.17167059,0.1100341,0.14085235
0,0.11591639,0.21590626,0.16591133
0,0.027775882,0.072537795,0.05015684
0,0.13725348,0.046965197,0.09210934
1,0.5239641,0.20781486,0.3658895
0,0.102879286,0.027925972,0.06540263
0,0.17277588,0.087080754,0.12992832
0,0.072777085,0.13244078,0.102608934
0,0.23127344,0.13102944,0.18115145
0,0.11693648,0.10600221,0.11146934
0,0.20575431,0.01744113,0.11159772
0,0.17265856,0.25003025,0.2113444
0,0.026143335,0.056413226,0.04127828
1,0.00014626258,0.1465161,0.073331185
0,0.04150169,0.16883358,0.105167635
0,0.005534338,0.047157858,0.026346099
1,0.614265,0.29479057,0.4545278
0,0.20619163,0.13664708,0.17141935
0,0.01743848,0.043359738,0.03039911
1,0.6879499,0.13460325,0.41127658
0,0.08241108,0.13270476,0.10755792
0,0.016087644,0.14985068,0.08296916
0,0.04987483,0.23708291,0.14347887
0,0.043104623,0.25261822,0.14786142
0,0.042126954,0.14697355,0.09455025
0,0.05912307,0.057636462,0.058379766
0,0.23403922,0.057781957,0.14591059
0,0.027665377,0.0380358,0.032850586
0,0.107853845,0.028968912,0.06841138
0,0.026414277,0.01680661,0.021610443
0,0.07856908,0.06692981,0.07274944
0,0.060167756,0.031845517,0.046006635
0,0.05360937,0.11895212,0.08628075
0,0.10575061,0.14365129,0.12470095
0,0.04146043,0.06637982,0.053920127
0,0.011679472,0.024674678,0.018177075
0,0.013626828,0.031926412,0.02277662
0,0.08868356,0.12643586,0.10755971
0,0.0671476,0.11567772,0.09141266
0,0.23098168,0.1665306,0.19875613
1,0.117178,0.2746242,0.1959011
0,0.040210873,0.03186167,0.03603627
0,0.010547746,0.06921935,0.039883547
1,0.14179254,0.09673471,0.11926362
1,0.33859482,0.041014,0.1898044
0,0.03313687,0.064640254,0.048888564
0,0.028734798,0.04053282,0.034633808
0,0.012816924,0.088526376,0.05067165
0,0.08191398,0.019409612,0.050661795
1,0.35950232,0.12076462,0.24013346
0,0.06817079,0.038253024,0.05321191
0,0.12124556,0.0995477,0.11039663
0,0.18831035,0.014324063,0.10131721
0,0.1418107,0.10250131,0.12215601
0,0.1034913,0.059416454,0.081453875
0,0.13312991,0.031493068,0.08231149
0,0.0057709636,0.027774446,0.016772704
1,0.4388528,0.19889018,0.3188715
0,0.026492644,0.03421173,0.030352186
0,0.08419324,0.14470558,0.11444941
0,0.12416754,0.2633406,0.19375406
0,0.06536273,0.011659125,0.038510926
0,0.13311192,0.1301929,0.13165241
0,0.07084005,0.025083609,0.04796183
0,0.036798447,0.108441584,0.07262002
0,0.12529804,0.009987323,0.06764268
0,0.057133954,0.1162087,0.08667133
0,0.032108832,0.01550629,0.023807561
0,0.048099414,0.0206718,0.034385607
0,0.015793705,0.023435235,0.01961447
0,0.032936696,0.03396504,0.033450868
1,0.1710126,0.20992613,0.19046935
1,0.19189605,0.22863153,0.21026379
1,0.05696194,0.7236644,0.39031318
0,0.1198463,0.07343175,0.09663902
0,0.049848445,0.13424706,0.09204775
0,0.09219636,0.11741505,0.10480571
0,0.22676106,0.14574207,0.18625157
0,0.3758292,0.0918045,0.23381685
0,0.057578783,0.13296954,0.095274165
0,0.035842147,0.05247719,0.044159666
0,0.024914488,0.049069952,0.036992222
1,0.058758434,0.1952462,0.12700231
0,0.3012995,0.20317334,0.25223643
0,0.07078902,0.085779965,0.07828449
0,0.0157009,0.046485912,0.031093407
0,0.24445802,0.040200274,0.14232914
0,0.038102817,0.15556802,0.09683542
0,0.19865434,0.11037913,0.15451673
0,0.11142039,0.16371953,0.13756996
0,0.40153465,0.117623225,0.25957894
0,0.10143446,0.09070553,0.09606999
0,0.07235344,0.11004513,0.09119928
0,0.09060458,0.10064743,0.095626004
0,0.25913522,0.10928672,0.18421097
0,0.019267619,0.011964159,0.015615889
0,0.36175144,0.12077803,0.24126473
0,0.14251246,0.049429685,0.09597107
0,0.06753616,0.0641587,0.06584743
0,0.1315415,0.17914136,0.15534143
0,0.09003697,0.07641238,0.08322468
0,0.06616348,0.05725248,0.06170798
0,0.08165473,0.019210383,0.050432555
0,0.098001614,0.02380267,0.06090214
0,0.1447291,0.07927502,0.11200206
1,0.17115892,0.23798117,0.20457006
0,0.17824353,0.19109239,0.18466796
0,0.12761383,0.11589081,0.12175232
1,0.14663196,0.07050651,0.108569235
0,0.14395656,0.20629556,0.17512606
1,0.6096579,0.092617445,0.35113767
0,0.25494525,0.21556406,0.23525465
0,0.12020226,0.03972221,0.07996224
0,0.053516146,0.08936968,0.07144291
0,0.13540779,0.06779134,0.10159957
0,0.026816836,0.15557131,0.09119407
0,0.3102819,0.14718999,0.22873595
0,0.014694641,0.092643976,0.053669307
0,0.034661517,0.13550164,0.08508158
0,0.0155526195,0.09020898,0.052880798
0,0.030253768,0.07701429,0.05363403
0,0.035045933,0.0146191865,0.02483256
1,0.11962685,0.24746458,0.18354571
0,0.10062798,0.027773308,0.06420065
0,0.16372815,0.1417836,0.15275587
1,0.01573448,0.9460985,0.4809165
0,0.12934956,0.11250415,0.12092686
0,0.062285375,0.07748931,0.06988734
0,0.15248343,0.12528642,0.13888493
0,0.02356637,0.032541934,0.028054152
0,0.22850357,0.044535518,0.13651955
0,0.059544776,0.053427644,0.05648621
0,0.12131514,0.082068205,0.10169167
0,0.0023309982,0.08927383,0.045802414
0,0.109849446,0.15228051,0.13106498
0,0.11911816,0.024123775,0.07162097
0,0.3018135,0.122438036,0.21212578
0,0.19892028,0.05381676,0.12636852
0,0.035718694,0.07696492,0.05634181
0,0.162879,0.2590626,0.21097079
0,0.0319917,0.020492272,0.026241988
0,0.25984356,0.15153205,0.2056878
0,0.008707095,0.023676587,0.01619184
0,0.48292884,0.0693382,0.27613354
0,0.100966804,0.041433647,0.07120022
0,0.015923006,0.2704235,0.14317325
0,0.47568092,0.05976305,0.26772198
0,0.21659544,0.11372417,0.1651598
0,0.019255133,0.040120944,0.029688038
0,0.0044935327,0.15602909,0.08026131
0,0.085023955,0.025103789,0.055063874
0,0.17596787,0.039082337,0.1075251
0,0.095396236,0.0138708735,0.054633554
0,0.031388693,0.0519211,0.041654896
0,0.17754084,0.20034683,0.18894383
0,0.007037286,0.05667361,0.03185545
0,0.0723947,0.11242861,0.09241165
0,0.086771846,0.014060897,0.050416373
0,0.100890644,0.056664683,0.07877766
1,0.36919805,0.11819658,0.24369732
0,0.051696204,0.009833593,0.030764898
0,0.108543575,0.08400415,0.09627386
1,0.1790615,0.20571855,0.19239002
0,0.12036828,0.09257069,0.10646948
0,0.3132535,0.050250202,0.18175185
0,0.35271624,0.117247246,0.23498175
0,0.037279814,0.11257524,0.074927524
0,0.11670717,0.086644195,0.10167568
0,0.06527374,0.25478828,0.160031
0,0.02355363,0.029996572,0.026775101
0,0.030356728,0.025219498,0.027788114
0,0.10165958,0.01898906,0.06032432
0,0.017889652,0.04452603,0.03120784
1,0.019544868,0.07369678,0.046620823
0,0.029680535,0.042321984,0.036001258
0,0.13959305,0.02734046,0.08346675
0,0.017978152,0.0532239,0.035601027
1,0.59162015,0.22002359,0.40582186
0,0.2609075,0.038630042,0.14976877
0,0.06004651,0.06587094,0.062958725
0,0.102936506,0.020694092,0.0618153
0,0.052489642,0.075265676,0.06387766
0,0.04607782,0.16966543,0.10787162
0,0.18229817,0.06694412,0.124621145
0,0.007002658,0.12799212,0.06749739
0,0.02899691,0.018601334,0.023799121
0,0.046565097,0.16681422,0.10668966
0,0.04093211,0.09850388,0.069717996
1,0.56471664,0.03843554,0.30157608
1,0.3798039,0.12370336,0.25175363
0,0.18274444,0.2005591,0.19165176
0,0.054755732,0.059426658,0.057091195
0,0.04815726,0.18736228,0.11775977
0,0.21788207,0.057853676,0.13786787
0,0.06987043,0.04691691,0.05839367
0,0.16874433,0.069335505,0.119039916
0,0.27662098,0.084950455,0.18078572
0,0.014769906,0.070081756,0.04242583
0,0.062040556,0.035454106,0.04874733
1,0.17324184,0.14832579,0.16078381
0,0.07977539,0.07935016,0.079562776
1,0.45693427,0.19783615,0.32738522
0,0.14167014,0.21204866,0.17685941
1,0.30430996,0.20160852,0.25295925
0,0.003590142,0.046575904,0.025083022
0,0.19154635,0.17508936,0.18331786
0,0.12866321,0.16699274,0.14782798
0,0.21833177,0.12312031,0.17072603
0,0.10770765,0.09850808,0.10310787
0,0.076167345,0.118968934,0.09756814
1,0.13491918,0.17124762,0.1530834
0,0.13907818,0.204679,0.17187859
0,0.24529988,0.09253824,0.16891906
0,0.16671497,0.0208146,0.09376478
0,0.16564018,0.13881236,0.15222627
0,0.12810092,0.035508577,0.081804745
0,0.04722972,0.04257392,0.044901818
0,0.018322261,0.05937688,0.03884957
0,0.0791776,0.043845057,0.06151133
0,0.07776407,0.18024822,0.12900615
0,0.35774964,0.21199659,0.28487313
0,0.16721351,0.06953352,0.11837351
0,0.06205166,0.032683603,0.047367632
0,0.031395677,0.014554771,0.022975225
1,0.10780641,0.08932539,0.0985659
0,0.17346933,0.14307998,0.15827465
0,0.14706054,0.14795366,0.1475071
0,0.19070287,0.01828751,0.10449519
0,0.007021547,0.068338506,0.037680026
0,0.098595776,0.060717996,0.079656884
0,0.0048755934,0.025830017,0.015352805
0,0.013531933,0.097245395,0.055388663
0,0.031606928,0.021898199,0.026752563
0,0.02682492,0.06546077,0.046142846
0,0.11642856,0.06113857,0.08878356
0,0.23256399,0.19176121,0.2121626
0,0.15925999,0.14867888,0.15396944
0,0.057293247,0.26233602,0.15981463
0,0.017981477,0.012819995,0.015400736
0,0.11043636,0.24429277,0.17736456
0,0.07275902,0.11427891,0.093518965
0,0.09948464,0.18924396,0.1443643
0,0.021048753,0.11715454,0.06910165
0,0.037275568,0.03261693,0.034946248
0,0.009873337,0.11070587,0.060289603
0,0.045482647,0.07505859,0.060270615
0,0.045767765,0.10043451,0.07310114
0,0.01720148,0.02741575,0.022308614
0,0.062066842,0.07093199,0.06649942
1,0.3814041,0.101211645,0.24130787
0,0.10227655,0.027452143,0.064864345
0,0.04115243,0.0919402,0.06654631
0,0.04353511,0.0815432,0.06253915
0,0.043168686,0.01977296,0.031470824
0,0.085394375,0.053936288,0.06966533
0,0.019197643,0.05154426,0.035370953
0,0.012365091,0.044353746,0.028359419
0,0.16438863,0.1109494,0.13766901
0,0.19839132,0.17825353,0.18832242
0,0.06332333,0.09651378,0.07991855
0,0.010828445,0.12351824,0.06717335
0,0.14338605,0.14964826,0.14651716
1,0.0349653,0.057406846,0.046186075
0,0.10785815,0.119566664,0.11371241
1,0.37901533,0.19506535,0.28704035
0,0.006250722,0.012828078,0.0095394
0,0.12857498,0.05944233,0.094008654
0,0.004454127,0.19615099,0.100302555
0,0.09859113,0.035684172,0.06713765
0,0.1047945,0.07964463,0.09221956
0,0.0043216767,0.098996446,0.051659063
0,0.17001449,0.05449108,0.11225279
0,0.06194001,0.04219558,0.052067794
0,0.07787191,0.09293173,0.08540182
1,0.1784828,0.09660382,0.1375433
0,0.059168193,0.1485008,0.103834495
0,0.10384423,0.041836828,0.07284053
0,0.10548317,0.063751444,0.0846173
0,0.062555104,0.25859672,0.16057591
0,0.01904941,0.023612753,0.021331081
0,0.015165215,0.65814304,0.33665413
0,0.1224572,0.09435812,0.10840766
0,0.1384114,0.09920548,0.11880844
0,0.057772286,0.057980407,0.05787635
0,0.19164585,0.5177376,0.35469174
0,0.21581642,0.1327112,0.1742638
0,0.0707443,0.0214553,0.046099797
0,0.049211416,0.07914895,0.06418018
0,0.14933635,0.06209961,0.10571798
0,0.029588953,0.04771363,0.03865129
0,0.35958904,0.08710507,0.22334705
0,0.013323731,0.09726255,0.05529314
0,0.32090777,0.28825504,0.3045814
0,0.03014672,0.01580459,0.022975655
0,0.26382378,0.016486932,0.14015536
0,0.054254096,0.111393385,0.08282374
0,0.029384704,0.04185459,0.035619646
0,0.22440147,0.14268413,0.1835428
0,0.015287263,0.17311901,0.09420314
0,0.15313803,0.038227376,0.0956827
0,0.041277327,0.116640896,0.07895911
0,0.121688336,0.024854004,0.07327117
0,0.09102545,0.08456779,0.08779662
0,0.018257197,0.16037944,0.08931832
0,0.03648737,0.07775136,0.057119366
0,0.2426446,0.11746971,0.18005715
0,0.027951103,0.03562324,0.031787172
0,0.21857223,0.27154264,0.24505743
0,0.031163571,0.12744322,0.0793034
0,0.10406307,0.10803955,0.10605131
0,0.01977871,0.091444544,0.055611625
0,0.22204176,0.08951364,0.1557777
0,0.13446538,0.13126229,0.13286383
0,0.0733317,0.008308672,0.040820185
0,0.045708045,0.025388833,0.03554844
0,0.2552671,0.09710936,0.17618823
0,0.112238206,0.12179381,0.117016
0,0.5354474,0.18695244,0.36119992
0,0.025288893,0.12597194,0.07563042
0,0.05726974,0.1554717,0.10637072
0,0.14507112,0.06381151,0.104441315
1,0.5769904,0.1388888,0.3579396
0,0.04534684,0.007429723,0.026388282
0,0.07352461,0.23691024,0.15521742
0,0.104382515,0.016687725,0.060535118
0,0.088048235,0.1345317,0.11128997
0,0.10111868,0.06782456,0.08447161
0,0.04008215,0.083939336,0.062010743
0,0.08399293,0.089279376,0.086636156
0,0.06866574,0.08457774,0.07662174
0,0.16769145,0.0447717,0.10623158
1,0.49778754,0.1528689,0.32532823
0,0.24610473,0.17717953,0.21164213
0,0.11901657,0.19305155,0.15603405
0,0.09112948,0.17810108,0.13461527
0,0.017797228,0.025634414,0.02171582
0,0.021683656,0.22973278,0.12570822
0,0.07326745,0.09757866,0.08542305
0,0.40872332,0.21693069,0.312827
0,0.018733645,0.018994609,0.018864127
0,0.063429855,0.018674115,0.041051984
0,0.2642205,0.12805109,0.19613579
0,0.20192109,0.20675194,0.20433652
0,0.36985254,0.020478189,0.19516537
1,0.00047570784,0.10253298,0.051504344
0,0.025793506,0.060654096,0.043223802
0,0.036130726,0.08041967,0.058275197
0,0.0734467,0.059777703,0.0666122
0,0.48695737,0.15395305,0.3204552
0,0.11496261,0.07899817,0.09698039
0,0.02937502,0.035750724,0.032562874
0,0.19777161,0.020492053,0.10913183
0,0.048875883,0.02410043,0.036488157
0,0.07132423,0.06476227,0.06804325
0,0.016502842,0.032878082,0.024690462
0,0.026351083,0.16967162,0.09801135
0,0.018896366,0.16076161,0.08982899
0,0.086406305,0.09844651,0.092426404
0,0.032982375,0.0644692,0.04872579
0,0.095254734,0.081233345,0.088244036
0,0.011727412,0.079300635,0.045514025
0,0.03484137,0.08013354,0.057487458
1,0.11697465,0.24057782,0.17877623
0,0.11946981,0.09470687,0.10708834
0,0.036868535,0.15508278,0.09597565
0,0.07191451,0.078748114,0.075331315
0,0.10111689,0.037677974,0.069397435
0,0.152466,0.12617923,0.13932261
0,0.0736378,0.08120465,0.077421226
0,0.15794228,0.13646793,0.14720511
1,0.045693096,0.10845168,0.07707239
0,0.03374264,0.036711454,0.035227045
0,0.12432204,0.16920859,0.14676532
1,0.08755559,0.18276459,0.13516009
0,0.23952363,0.025120743,0.13232219
0,0.06473843,0.012169918,0.038454175
0,0.056541406,0.097673714,0.07710756
0,0.37396955,0.1561121,0.2650408
1,0.55885136,0.21752305,0.3881872
1,0.4341321,0.118566,0.27634904
0,0.068264425,0.043088138,0.05567628
0,0.037605632,0.030283384,0.03394451
0,0.02107781,0.2986736,0.1598757
0,0.18997553,0.066916995,0.12844627
0,0.024045946,0.09717284,0.060609393
0,0.06934803,0.38131493,0.22533149
0,0.026574487,0.21539362,0.120984055
0,0.16289754,0.073692545,0.11829504
0,0.008220809,0.09179751,0.050009158
0,0.02190347,0.072420016,0.047161743
1,0.04692937,0.11650373,0.08171655
0,0.09638952,0.116202675,0.10629609
0,0.021816984,0.051005255,0.03641112
0,0.0042383075,0.10774602,0.055992164
0,0.121724896,0.10646809,0.11409649
0,0.06912544,0.05834361,0.06373453
0,0.056833707,0.23482719,0.14583045
0,0.06267549,0.015556948,0.03911622
0,0.037011996,0.0673248,0.0521684
0,0.067695744,0.21525735,0.14147654
0,0.11775315,0.07480741,0.09628028
0,0.39425197,0.14755547,0.2709037
0,0.0348476,0.1776913,0.10626945
0,0.027802547,0.218711,0.12325677
0,0.076427,0.022117263,0.04927213
0,0.35613745,0.12759578,0.24186662
0,0.044750493,0.050789047,0.04776977
0,0.13176379,0.06754779,0.09965579
0,0.024377817,0.020738814,0.022558317
0,0.023315871,0.11493922,0.069127545
0,0.03719187,0.26435393,0.1507729
0,0.056244206,0.051511563,0.053877883
1,0.54334414,0.058487482,0.3009158
0,0.03363779,0.035186425,0.03441211
1,0.012460052,0.1685842,0.090522125
0,0.105283566,0.027257962,0.06627076
0,0.06800209,0.22112365,0.14456287
0,0.04851302,0.03428158,0.041397303
0,0.1330102,0.035693057,0.08435163
0,0.14871193,0.12872414,0.13871804
0,0.54521203,0.07124706,0.30822954
0,0.09058142,0.08731639,0.088948905
0,0.35262457,0.22134931,0.28698695
0,0.1241213,0.078213625,0.10116746
1,0.033500593,0.07427457,0.053887583
0,0.13850121,0.05761351,0.09805736
0,0.03799387,0.109162144,0.07357801
0,0.06304266,0.045176513,0.05410959
0,0.023353541,0.13229781,0.07782568
0,0.14672881,0.15410502,0.15041691
0,0.02160074,0.1453169,0.08345882
0,0.30406532,0.25082353,0.27744442
0,0.033329695,0.13241847,0.08287408
0,0.07708672,0.017987926,0.04753732
0,0.055886317,0.017609922,0.03674812
0,0.06585617,0.022612864,0.044234518
0,0.14786455,0.12514019,0.13650237
0,0.28884745,0.2646009,0.27672416
0,0.012223316,0.016214574,0.014218945
0,0.03261395,0.11279882,0.07270639
0,0.022218259,0.16418171,0.09319998
0,0.010732109,0.064663194,0.03769765
0,0.05683974,0.23437993,0.14560984
0,0.009913137,0.058361024,0.03413708
0,0.009746086,0.053209785,0.031477936
0,0.092032164,0.03394785,0.06299001
0,0.054741155,0.06103452,0.057887837
0,0.027897283,0.12698661,0.077441946
0,0.20718764,0.07642089,0.14180426
0,0.2419245,0.059838958,0.15088172
0,0.068727665,0.04789265,0.05831016
0,0.031061107,0.041306775,0.036183942
0,0.10563225,0.053918015,0.07977513
0,0.26184243,0.051261414,0.15655193
0,0.12787831,0.07939607,0.10363719
0,0.035880335,0.23984787,0.1378641
0,0.4037143,0.22391686,0.3138156
1,0.019626344,0.115347564,0.06748696
0,0.040725835,0.051471345,0.04609859
1,0.08055206,0.18014295,0.1303475
0,0.14704175,0.089021444,0.1180316
1,0.7925024,0.08962719,0.4410648
0,0.14980918,0.09482427,0.122316726
0,0.16152452,0.14029455,0.15090954
0,0.2312836,0.13996163,0.18562262
1,0.34569624,0.19513896,0.2704176
0,0.11038676,0.1412253,0.12580603
0,0.031159004,0.028306259,0.029732632
0,0.006601491,0.110270455,0.058435973
0,0.013329097,0.116336204,0.06483265
0,0.058488443,0.04714311,0.052815776
0,0.071699366,0.11345379,0.09257658
0,0.166879,0.05585616,0.11136758
0,0.10404062,0.06442285,0.084231734
0,0.080293,0.14918074,0.11473687
0,0.09470035,0.12976614,0.112233244
0,0.048731916,0.03282379,0.040777855
0,0.041734703,0.12571226,0.083723485
0,0.06375823,0.14947966,0.10661894
0,0.15517403,0.074134946,0.11465449
0,0.031043693,0.09045869,0.060751192
0,0.0674285,0.16187684,0.11465267
1,0.13614222,0.03629665,0.08621944
0,0.04630324,0.17019054,0.10824689
0,0.19723198,0.042507585,0.11986978
0,0.12251294,0.20896739,0.16574016
0,0.098216034,0.08887555,0.093545794
0,0.32675222,0.1371194,0.2319358
0,0.19629283,0.11184605,0.15406944
0,0.15196748,0.17130354,0.16163552
1,0.29102203,0.124332905,0.20767747
0,0.037009407,0.025243774,0.03112659
0,0.13434805,0.05102249,0.09268527
0,0.044749543,0.11485445,0.07980199
0,0.023079291,0.028941011,0.026010152
0,0.030125093,0.048058793,0.039091945
0,0.07058506,0.07883191,0.074708484
0,0.06789828,0.07094577,0.06942202
0,0.034524214,0.21172372,0.123123966
0,0.070093825,0.045085296,0.05758956
0,0.06956046,0.08651246,0.07803646
0,0.041264698,0.0857198,0.06349225
0,0.12617238,0.11592878,0.12105058
0,0.32523763,0.13384812,0.22954288
1,0.08921358,0.24434961,0.1667816
0,0.02461378,0.022796463,0.023705121
0,0.11712639,0.17135759,0.14424199
0,0.022925451,0.1265942,0.074759826
0,0.044388723,0.014119838,0.02925428
0,0.04548647,0.11445417,0.07997032
0,0.1230461,0.247962,0.18550405
0,0.043459773,0.10317326,0.073316514
0,0.037087385,0.066981986,0.052034684
1,0.11212551,0.08661239,0.099368945
0,0.024561334,0.08801214,0.056286737
0,0.039431617,0.14155893,0.09049527
0,0.20480536,0.2196953,0.21225032
0,0.3095918,0.09507685,0.20233433
0,0.0001750098,0.018745232,0.009460121
0,0.06364771,0.050583683,0.057115696
0,0.02998043,0.040601626,0.035291027
0,0.07950697,0.060778573,0.070142776
0,0.11715734,0.0993962,0.10827677
0,0.11097965,0.2263939,0.16868678
0,0.15177365,0.045245126,0.098509386
0,0.12626848,0.08420309,0.105235785
0,0.09205661,0.12163358,0.106845096
1,0.2532749,0.120461315,0.1868681
0,0.10122175,0.082074136,0.09164794
1,0.03889861,0.1822918,0.11059521
0,0.1351556,0.033788987,0.0844723
0,0.22927947,0.12528296,0.17728122
0,0.040533513,0.07108406,0.055808786
0,0.0210465,0.08286807,0.051957287
0,0.2835466,0.08306598,0.18330629
0,0.13307792,0.26066077,0.19686934
0,0.012267225,0.29902676,0.155647
0,0.05267322,0.039383803,0.04602851
0,0.07871799,0.112821825,0.09576991
0,0.19589883,0.25005674,0.22297779
0,0.03598717,0.013611037,0.024799103
0,0.054905638,0.25575554,0.1553306
0,0.027283771,0.029073164,0.028178468
0,0.1583592,0.12675972,0.14255947
0,0.17471752,0.012899534,0.093808524
1,0.035372686,0.08496584,0.060169265
